,date,club,value,squad_s
534,15/10/2011,Hapoel Beer Sheva,5430000,32
535,15/10/2011,Maccabi Netanya,3350000,35
536,15/10/2011,FC Ashdod,5250000,45
537,15/10/2011,Beitar Jerusalem,6000000,39
538,15/10/2011,Hapoel Haifa,4300000,36
539,15/10/2011,Hapoel Tel Aviv,11950000,34
540,15/10/2011,Ironi Kiryat Shmona,3430000,40
541,15/10/2011,Hapoel Jerusalem,0,
542,15/10/2011,Maccabi Bnei Reineh,0,
543,15/10/2011,Hapoel Hadera,0,
544,15/10/2011,Ihud Bnei Sakhnin,3200000,36
545,15/10/2011,Sekzia Ness Ziona,450000,3
546,15/10/2011,Maccabi Petah Tikva,5380000,45
547,15/10/2011,Bnei Yehuda Tel Aviv,7200000,36
548,15/10/2011,Hapoel Nof HaGalil,0,4
549,15/10/2011,Hapoel Umm al-Fahm,75000,1
550,15/10/2011,Hapoel Ramat Gan,0,
551,15/10/2011,Hapoel Rishon leZion,1280000,41
552,15/10/2011,Hapoel Petah Tikva,2980000,37
553,15/10/2011,Ironi Tiberias,0,
554,15/10/2011,SC Kfar Qasem,0,
555,15/10/2011,Hapoel Kfar Saba,200000,5
556,15/10/2011,Hapoel Acre,4650000,37
557,15/10/2011,Hapoel Ramat haSharon,1800000,45
558,15/10/2011,Agudat Sport Ashdod,0,
559,15/10/2011,Hapoel Afula,0,
560,01/11/2011,Maccabi Haifa,13950000,30
561,01/11/2011,Maccabi Tel Aviv,12850000,39
562,01/11/2011,Hapoel Beer Sheva,5430000,33
563,01/11/2011,Maccabi Netanya,3350000,35
564,01/11/2011,FC Ashdod,5250000,45
565,01/11/2011,Beitar Jerusalem,6000000,39
566,01/11/2011,Hapoel Haifa,4300000,36
567,01/11/2011,Hapoel Tel Aviv,11950000,34
568,01/11/2011,Ironi Kiryat Shmona,3430000,40
569,01/11/2011,Hapoel Jerusalem,0,
570,01/11/2011,Maccabi Bnei Reineh,0,
571,01/11/2011,Hapoel Hadera,0,
572,01/11/2011,Ihud Bnei Sakhnin,3200000,36
573,01/11/2011,Sekzia Ness Ziona,450000,3
574,01/11/2011,Maccabi Petah Tikva,5380000,45
575,01/11/2011,Bnei Yehuda Tel Aviv,7200000,36
576,01/11/2011,Hapoel Nof HaGalil,0,4
577,01/11/2011,Hapoel Umm al-Fahm,75000,1
578,01/11/2011,Hapoel Ramat Gan,0,
579,01/11/2011,Hapoel Rishon leZion,1500000,42
580,01/11/2011,Hapoel Petah Tikva,2980000,37
581,01/11/2011,Ironi Tiberias,0,
582,01/11/2011,SC Kfar Qasem,0,
583,01/11/2011,Hapoel Kfar Saba,200000,5
584,01/11/2011,Hapoel Acre,4650000,37
585,01/11/2011,Hapoel Ramat haSharon,1800000,45
586,01/11/2011,Agudat Sport Ashdod,0,
587,01/11/2011,Hapoel Afula,0,
588,15/11/2011,Maccabi Haifa,13450000,29
589,15/11/2011,Maccabi Tel Aviv,12850000,39
590,15/11/2011,Hapoel Beer Sheva,5430000,34
591,15/11/2011,Maccabi Netanya,3350000,35
592,15/11/2011,FC Ashdod,5300000,46
593,15/11/2011,Beitar Jerusalem,6000000,39
594,15/11/2011,Hapoel Haifa,4300000,35
595,15/11/2011,Hapoel Tel Aviv,12450000,33
596,15/11/2011,Ironi Kiryat Shmona,3430000,39
597,15/11/2011,Hapoel Jerusalem,0,
598,15/11/2011,Maccabi Bnei Reineh,0,
599,15/11/2011,Hapoel Hadera,0,
600,15/11/2011,Ihud Bnei Sakhnin,3200000,36
601,15/11/2011,Sekzia Ness Ziona,700000,4
602,15/11/2011,Maccabi Petah Tikva,5380000,45
603,15/11/2011,Bnei Yehuda Tel Aviv,7200000,36
604,15/11/2011,Hapoel Nof HaGalil,0,4
605,15/11/2011,Hapoel Umm al-Fahm,75000,1
606,15/11/2011,Hapoel Ramat Gan,0,
607,15/11/2011,Hapoel Rishon leZion,1500000,43
608,15/11/2011,Hapoel Petah Tikva,2980000,38
609,15/11/2011,Ironi Tiberias,0,
610,15/11/2011,SC Kfar Qasem,0,
611,15/11/2011,Hapoel Kfar Saba,200000,5
612,15/11/2011,Hapoel Acre,4650000,37
613,15/11/2011,Hapoel Ramat haSharon,1800000,45
614,15/11/2011,Agudat Sport Ashdod,0,
615,15/11/2011,Hapoel Afula,0,
616,01/12/2011,Maccabi Haifa,14150000,29
617,01/12/2011,Maccabi Tel Aviv,13250000,39
618,01/12/2011,Hapoel Beer Sheva,4980000,35
619,01/12/2011,Maccabi Netanya,3550000,34
620,01/12/2011,FC Ashdod,6200000,47
621,01/12/2011,Beitar Jerusalem,6000000,38
622,01/12/2011,Hapoel Haifa,5630000,38
623,01/12/2011,Hapoel Tel Aviv,12750000,33
624,01/12/2011,Ironi Kiryat Shmona,2880000,39
625,01/12/2011,Hapoel Jerusalem,0,
626,01/12/2011,Maccabi Bnei Reineh,0,
627,01/12/2011,Hapoel Hadera,0,
628,01/12/2011,Ihud Bnei Sakhnin,3200000,36
629,01/12/2011,Sekzia Ness Ziona,700000,4
630,01/12/2011,Maccabi Petah Tikva,5380000,45
631,01/12/2011,Bnei Yehuda Tel Aviv,7200000,36
632,01/12/2011,Hapoel Nof HaGalil,0,4
633,01/12/2011,Hapoel Umm al-Fahm,75000,1
634,01/12/2011,Hapoel Ramat Gan,0,
635,01/12/2011,Hapoel Rishon leZion,1500000,42
636,01/12/2011,Hapoel Petah Tikva,2980000,38
637,01/12/2011,Ironi Tiberias,0,
638,01/12/2011,SC Kfar Qasem,0,
639,01/12/2011,Hapoel Kfar Saba,200000,5
640,01/12/2011,Hapoel Acre,4650000,37
641,01/12/2011,Hapoel Ramat haSharon,2150000,44
642,01/12/2011,Agudat Sport Ashdod,0,
643,01/12/2011,Hapoel Afula,0,
644,15/12/2011,Maccabi Haifa,14150000,29
645,15/12/2011,Maccabi Tel Aviv,13250000,39
646,15/12/2011,Hapoel Beer Sheva,4500000,35
647,15/12/2011,Maccabi Netanya,3550000,34
648,15/12/2011,FC Ashdod,6200000,47
649,15/12/2011,Beitar Jerusalem,6000000,38
650,15/12/2011,Hapoel Haifa,5630000,38
651,15/12/2011,Hapoel Tel Aviv,12750000,33
652,15/12/2011,Ironi Kiryat Shmona,2880000,39
653,15/12/2011,Hapoel Jerusalem,0,
654,15/12/2011,Maccabi Bnei Reineh,0,
655,15/12/2011,Hapoel Hadera,0,
656,15/12/2011,Ihud Bnei Sakhnin,3450000,37
657,15/12/2011,Sekzia Ness Ziona,700000,4
658,15/12/2011,Maccabi Petah Tikva,5280000,44
659,15/12/2011,Bnei Yehuda Tel Aviv,7200000,36
660,15/12/2011,Hapoel Nof HaGalil,0,4
661,15/12/2011,Hapoel Umm al-Fahm,75000,1
662,15/12/2011,Hapoel Ramat Gan,0,
663,15/12/2011,Hapoel Rishon leZion,1500000,42
664,15/12/2011,Hapoel Petah Tikva,3230000,39
665,15/12/2011,Ironi Tiberias,0,
666,15/12/2011,SC Kfar Qasem,0,
667,15/12/2011,Hapoel Kfar Saba,200000,5
668,15/12/2011,Hapoel Acre,4750000,38
669,15/12/2011,Hapoel Ramat haSharon,2150000,44
670,15/12/2011,Agudat Sport Ashdod,0,
671,15/12/2011,Hapoel Afula,0,
672,01/01/2012,Maccabi Haifa,14050000,26
673,01/01/2012,Maccabi Tel Aviv,14150000,28
674,01/01/2012,Hapoel Beer Sheva,4500000,30
675,01/01/2012,Maccabi Netanya,3350000,24
676,01/01/2012,FC Ashdod,5700000,34
677,01/01/2012,Beitar Jerusalem,6050000,27
678,01/01/2012,Hapoel Haifa,5580000,27
679,01/01/2012,Hapoel Tel Aviv,12650000,26
680,01/01/2012,Ironi Kiryat Shmona,2880000,27
681,01/01/2012,Hapoel Jerusalem,0,
682,01/01/2012,Maccabi Bnei Reineh,0,
683,01/01/2012,Hapoel Hadera,0,
684,01/01/2012,Ihud Bnei Sakhnin,3450000,27
685,01/01/2012,Sekzia Ness Ziona,1280000,21
686,01/01/2012,Maccabi Petah Tikva,5130000,27
687,01/01/2012,Bnei Yehuda Tel Aviv,6850000,29
688,01/01/2012,Hapoel Nof HaGalil,0,4
689,01/01/2012,Hapoel Umm al-Fahm,100000,2
690,01/01/2012,Hapoel Ramat Gan,0,
691,01/01/2012,Hapoel Rishon leZion,1500000,24
692,01/01/2012,Hapoel Petah Tikva,3330000,34
693,01/01/2012,Ironi Tiberias,0,
694,01/01/2012,SC Kfar Qasem,0,
695,01/01/2012,Hapoel Kfar Saba,600000,9
696,01/01/2012,Hapoel Acre,4750000,30
697,01/01/2012,Hapoel Ramat haSharon,2650000,26
698,01/01/2012,Agudat Sport Ashdod,0,
699,01/01/2012,Hapoel Afula,0,0
700,15/01/2012,Maccabi Haifa,14950000,24
701,15/01/2012,Maccabi Tel Aviv,14750000,29
702,15/01/2012,Hapoel Beer Sheva,4500000,30
703,15/01/2012,Maccabi Netanya,3250000,23
704,15/01/2012,FC Ashdod,5650000,34
705,15/01/2012,Beitar Jerusalem,5450000,27
706,15/01/2012,Hapoel Haifa,5580000,27
707,15/01/2012,Hapoel Tel Aviv,14600000,24
708,15/01/2012,Ironi Kiryat Shmona,4680000,27
709,15/01/2012,Hapoel Jerusalem,0,
710,15/01/2012,Maccabi Bnei Reineh,0,
711,15/01/2012,Hapoel Hadera,0,
712,15/01/2012,Ihud Bnei Sakhnin,3250000,26
713,15/01/2012,Sekzia Ness Ziona,1030000,21
714,15/01/2012,Maccabi Petah Tikva,4630000,26
715,15/01/2012,Bnei Yehuda Tel Aviv,6850000,29
716,15/01/2012,Hapoel Nof HaGalil,150000,6
717,15/01/2012,Hapoel Umm al-Fahm,100000,2
718,15/01/2012,Hapoel Ramat Gan,3450000,20
719,15/01/2012,Hapoel Rishon leZion,1500000,24
720,15/01/2012,Hapoel Petah Tikva,3330000,34
721,15/01/2012,Ironi Tiberias,0,
722,15/01/2012,SC Kfar Qasem,0,
723,15/01/2012,Hapoel Kfar Saba,700000,14
724,15/01/2012,Hapoel Acre,4750000,31
725,15/01/2012,Hapoel Ramat haSharon,2350000,25
726,15/01/2012,Agudat Sport Ashdod,0,
727,15/01/2012,Hapoel Afula,0,0
728,01/02/2012,Maccabi Haifa,15950000,27
729,01/02/2012,Maccabi Tel Aviv,14150000,28
730,01/02/2012,Hapoel Beer Sheva,4750000,32
731,01/02/2012,Maccabi Netanya,3250000,23
732,01/02/2012,FC Ashdod,4550000,29
733,01/02/2012,Beitar Jerusalem,6550000,31
734,01/02/2012,Hapoel Haifa,5700000,27
735,01/02/2012,Hapoel Tel Aviv,14150000,23
736,01/02/2012,Ironi Kiryat Shmona,4930000,28
737,01/02/2012,Hapoel Jerusalem,0,
738,01/02/2012,Maccabi Bnei Reineh,0,
739,01/02/2012,Hapoel Hadera,0,
740,01/02/2012,Ihud Bnei Sakhnin,3250000,25
741,01/02/2012,Sekzia Ness Ziona,1030000,21
742,01/02/2012,Maccabi Petah Tikva,5030000,28
743,01/02/2012,Bnei Yehuda Tel Aviv,6850000,29
744,01/02/2012,Hapoel Nof HaGalil,150000,6
745,01/02/2012,Hapoel Umm al-Fahm,100000,2
746,01/02/2012,Hapoel Ramat Gan,3450000,20
747,01/02/2012,Hapoel Rishon leZion,1700000,23
748,01/02/2012,Hapoel Petah Tikva,3630000,35
749,01/02/2012,Ironi Tiberias,0,
750,01/02/2012,SC Kfar Qasem,0,
751,01/02/2012,Hapoel Kfar Saba,700000,14
752,01/02/2012,Hapoel Acre,5050000,31
753,01/02/2012,Hapoel Ramat haSharon,2350000,26
754,01/02/2012,Agudat Sport Ashdod,0,
755,01/02/2012,Hapoel Afula,0,0
756,15/02/2012,Maccabi Haifa,15950000,27
757,15/02/2012,Maccabi Tel Aviv,14000000,27
758,15/02/2012,Hapoel Beer Sheva,5550000,34
759,15/02/2012,Maccabi Netanya,3580000,24
760,15/02/2012,FC Ashdod,5200000,25
761,15/02/2012,Beitar Jerusalem,6250000,32
762,15/02/2012,Hapoel Haifa,6400000,29
763,15/02/2012,Hapoel Tel Aviv,14150000,24
764,15/02/2012,Ironi Kiryat Shmona,4930000,27
765,15/02/2012,Hapoel Jerusalem,0,
766,15/02/2012,Maccabi Bnei Reineh,0,
767,15/02/2012,Hapoel Hadera,0,
768,15/02/2012,Ihud Bnei Sakhnin,3250000,25
769,15/02/2012,Sekzia Ness Ziona,1030000,21
770,15/02/2012,Maccabi Petah Tikva,5380000,30
771,15/02/2012,Bnei Yehuda Tel Aviv,6850000,29
772,15/02/2012,Hapoel Nof HaGalil,150000,6
773,15/02/2012,Hapoel Umm al-Fahm,100000,2
774,15/02/2012,Hapoel Ramat Gan,3450000,21
775,15/02/2012,Hapoel Rishon leZion,2000000,27
776,15/02/2012,Hapoel Petah Tikva,3330000,34
777,15/02/2012,Ironi Tiberias,0,
778,15/02/2012,SC Kfar Qasem,0,
779,15/02/2012,Hapoel Kfar Saba,700000,15
780,15/02/2012,Hapoel Acre,5050000,31
781,15/02/2012,Hapoel Ramat haSharon,2350000,26
782,15/02/2012,Agudat Sport Ashdod,0,
783,15/02/2012,Hapoel Afula,0,0
784,01/03/2012,Maccabi Haifa,15650000,25
785,01/03/2012,Maccabi Tel Aviv,14000000,27
786,01/03/2012,Hapoel Beer Sheva,5550000,34
787,01/03/2012,Maccabi Netanya,3880000,24
788,01/03/2012,FC Ashdod,4950000,26
789,01/03/2012,Beitar Jerusalem,5350000,31
790,01/03/2012,Hapoel Haifa,5700000,30
791,01/03/2012,Hapoel Tel Aviv,14150000,24
792,01/03/2012,Ironi Kiryat Shmona,4930000,28
793,01/03/2012,Hapoel Jerusalem,0,
794,01/03/2012,Maccabi Bnei Reineh,0,
795,01/03/2012,Hapoel Hadera,0,
796,01/03/2012,Ihud Bnei Sakhnin,3250000,26
797,01/03/2012,Sekzia Ness Ziona,1030000,21
798,01/03/2012,Maccabi Petah Tikva,5380000,30
799,01/03/2012,Bnei Yehuda Tel Aviv,6450000,30
800,01/03/2012,Hapoel Nof HaGalil,150000,6
801,01/03/2012,Hapoel Umm al-Fahm,100000,2
802,01/03/2012,Hapoel Ramat Gan,3450000,21
803,01/03/2012,Hapoel Rishon leZion,2180000,30
804,01/03/2012,Hapoel Petah Tikva,3330000,34
805,01/03/2012,Ironi Tiberias,0,
806,01/03/2012,SC Kfar Qasem,0,
807,01/03/2012,Hapoel Kfar Saba,700000,15
808,01/03/2012,Hapoel Acre,5050000,32
809,01/03/2012,Hapoel Ramat haSharon,2350000,26
810,01/03/2012,Agudat Sport Ashdod,0,
811,01/03/2012,Hapoel Afula,0,0
812,15/03/2012,Maccabi Haifa,15400000,23
813,15/03/2012,Maccabi Tel Aviv,14000000,27
814,15/03/2012,Hapoel Beer Sheva,5500000,32
815,15/03/2012,Maccabi Netanya,2980000,19
816,15/03/2012,FC Ashdod,4800000,22
817,15/03/2012,Beitar Jerusalem,4830000,28
818,15/03/2012,Hapoel Haifa,5650000,28
819,15/03/2012,Hapoel Tel Aviv,14150000,24
820,15/03/2012,Ironi Kiryat Shmona,4950000,28
821,15/03/2012,Hapoel Jerusalem,0,
822,15/03/2012,Maccabi Bnei Reineh,0,
823,15/03/2012,Hapoel Hadera,0,
824,15/03/2012,Ihud Bnei Sakhnin,3250000,26
825,15/03/2012,Sekzia Ness Ziona,1030000,21
826,15/03/2012,Maccabi Petah Tikva,5380000,30
827,15/03/2012,Bnei Yehuda Tel Aviv,6280000,29
828,15/03/2012,Hapoel Nof HaGalil,150000,7
829,15/03/2012,Hapoel Umm al-Fahm,100000,2
830,15/03/2012,Hapoel Ramat Gan,3450000,21
831,15/03/2012,Hapoel Rishon leZion,1780000,29
832,15/03/2012,Hapoel Petah Tikva,3330000,34
833,15/03/2012,Ironi Tiberias,0,
834,15/03/2012,SC Kfar Qasem,0,
835,15/03/2012,Hapoel Kfar Saba,850000,19
836,15/03/2012,Hapoel Acre,5000000,31
837,15/03/2012,Hapoel Ramat haSharon,2300000,24
838,15/03/2012,Agudat Sport Ashdod,0,
839,15/03/2012,Hapoel Afula,0,0
840,01/04/2012,Maccabi Haifa,15400000,23
841,01/04/2012,Maccabi Tel Aviv,14000000,28
842,01/04/2012,Hapoel Beer Sheva,5450000,31
843,01/04/2012,Maccabi Netanya,3480000,19
844,01/04/2012,FC Ashdod,4800000,23
845,01/04/2012,Beitar Jerusalem,4830000,28
846,01/04/2012,Hapoel Haifa,5650000,28
847,01/04/2012,Hapoel Tel Aviv,14150000,25
848,01/04/2012,Ironi Kiryat Shmona,4950000,28
849,01/04/2012,Hapoel Jerusalem,0,
850,01/04/2012,Maccabi Bnei Reineh,0,
851,01/04/2012,Hapoel Hadera,0,
852,01/04/2012,Ihud Bnei Sakhnin,3250000,26
853,01/04/2012,Sekzia Ness Ziona,1030000,21
854,01/04/2012,Maccabi Petah Tikva,5380000,30
855,01/04/2012,Bnei Yehuda Tel Aviv,6280000,29
856,01/04/2012,Hapoel Nof HaGalil,150000,7
857,01/04/2012,Hapoel Umm al-Fahm,100000,2
858,01/04/2012,Hapoel Ramat Gan,3450000,21
859,01/04/2012,Hapoel Rishon leZion,1780000,29
860,01/04/2012,Hapoel Petah Tikva,3330000,34
861,01/04/2012,Ironi Tiberias,0,
862,01/04/2012,SC Kfar Qasem,0,
863,01/04/2012,Hapoel Kfar Saba,850000,20
864,01/04/2012,Hapoel Acre,5000000,31
865,01/04/2012,Hapoel Ramat haSharon,2300000,25
866,01/04/2012,Agudat Sport Ashdod,0,
867,01/04/2012,Hapoel Afula,0,0
868,15/04/2012,Maccabi Haifa,15400000,23
869,15/04/2012,Maccabi Tel Aviv,14030000,28
870,15/04/2012,Hapoel Beer Sheva,5450000,31
871,15/04/2012,Maccabi Netanya,3480000,19
872,15/04/2012,FC Ashdod,4830000,23
873,15/04/2012,Beitar Jerusalem,4830000,28
874,15/04/2012,Hapoel Haifa,5650000,28
875,15/04/2012,Hapoel Tel Aviv,14180000,25
876,15/04/2012,Ironi Kiryat Shmona,4880000,26
877,15/04/2012,Hapoel Jerusalem,0,
878,15/04/2012,Maccabi Bnei Reineh,0,
879,15/04/2012,Hapoel Hadera,0,
880,15/04/2012,Ihud Bnei Sakhnin,3250000,26
881,15/04/2012,Sekzia Ness Ziona,1030000,21
882,15/04/2012,Maccabi Petah Tikva,5230000,28
883,15/04/2012,Bnei Yehuda Tel Aviv,6300000,29
884,15/04/2012,Hapoel Nof HaGalil,150000,7
885,15/04/2012,Hapoel Umm al-Fahm,100000,2
886,15/04/2012,Hapoel Ramat Gan,3450000,21
887,15/04/2012,Hapoel Rishon leZion,1780000,31
888,15/04/2012,Hapoel Petah Tikva,3330000,34
889,15/04/2012,Ironi Tiberias,0,
890,15/04/2012,SC Kfar Qasem,0,
891,15/04/2012,Hapoel Kfar Saba,850000,20
892,15/04/2012,Hapoel Acre,5000000,31
893,15/04/2012,Hapoel Ramat haSharon,2300000,25
894,15/04/2012,Agudat Sport Ashdod,0,
895,15/04/2012,Hapoel Afula,0,0
896,01/05/2012,Maccabi Haifa,15400000,23
897,01/05/2012,Maccabi Tel Aviv,14030000,28
898,01/05/2012,Hapoel Beer Sheva,5450000,31
899,01/05/2012,Maccabi Netanya,3480000,19
900,01/05/2012,FC Ashdod,4830000,23
901,01/05/2012,Beitar Jerusalem,4830000,28
902,01/05/2012,Hapoel Haifa,5650000,28
903,01/05/2012,Hapoel Tel Aviv,14180000,25
904,01/05/2012,Ironi Kiryat Shmona,4880000,27
905,01/05/2012,Hapoel Jerusalem,0,
906,01/05/2012,Maccabi Bnei Reineh,0,
907,01/05/2012,Hapoel Hadera,0,
908,01/05/2012,Ihud Bnei Sakhnin,3250000,26
909,01/05/2012,Sekzia Ness Ziona,1030000,21
910,01/05/2012,Maccabi Petah Tikva,5230000,29
911,01/05/2012,Bnei Yehuda Tel Aviv,6300000,29
912,01/05/2012,Hapoel Nof HaGalil,150000,7
913,01/05/2012,Hapoel Umm al-Fahm,100000,2
914,01/05/2012,Hapoel Ramat Gan,3450000,21
915,01/05/2012,Hapoel Rishon leZion,1780000,31
916,01/05/2012,Hapoel Petah Tikva,3330000,34
917,01/05/2012,Ironi Tiberias,0,
918,01/05/2012,SC Kfar Qasem,0,
919,01/05/2012,Hapoel Kfar Saba,850000,20
920,01/05/2012,Hapoel Acre,5000000,31
921,01/05/2012,Hapoel Ramat haSharon,2300000,25
922,01/05/2012,Agudat Sport Ashdod,0,
923,01/05/2012,Hapoel Afula,0,0
924,15/05/2012,Maccabi Haifa,15400000,23
925,15/05/2012,Maccabi Tel Aviv,14030000,30
926,15/05/2012,Hapoel Beer Sheva,5550000,31
927,15/05/2012,Maccabi Netanya,3480000,19
928,15/05/2012,FC Ashdod,5030000,26
929,15/05/2012,Beitar Jerusalem,4780000,28
930,15/05/2012,Hapoel Haifa,5650000,28
931,15/05/2012,Hapoel Tel Aviv,14180000,26
932,15/05/2012,Ironi Kiryat Shmona,4900000,29
933,15/05/2012,Hapoel Jerusalem,0,
934,15/05/2012,Maccabi Bnei Reineh,0,
935,15/05/2012,Hapoel Hadera,0,
936,15/05/2012,Ihud Bnei Sakhnin,3250000,26
937,15/05/2012,Sekzia Ness Ziona,1030000,21
938,15/05/2012,Maccabi Petah Tikva,5180000,29
939,15/05/2012,Bnei Yehuda Tel Aviv,6300000,29
940,15/05/2012,Hapoel Nof HaGalil,150000,7
941,15/05/2012,Hapoel Umm al-Fahm,100000,2
942,15/05/2012,Hapoel Ramat Gan,3450000,21
943,15/05/2012,Hapoel Rishon leZion,1680000,33
944,15/05/2012,Hapoel Petah Tikva,3330000,36
945,15/05/2012,Ironi Tiberias,0,
946,15/05/2012,SC Kfar Qasem,0,
947,15/05/2012,Hapoel Kfar Saba,850000,20
948,15/05/2012,Hapoel Acre,5750000,31
949,15/05/2012,Hapoel Ramat haSharon,2300000,27
950,15/05/2012,Agudat Sport Ashdod,0,
951,15/05/2012,Hapoel Afula,0,0
952,01/06/2012,Maccabi Haifa,15400000,23
953,01/06/2012,Maccabi Tel Aviv,14030000,30
954,01/06/2012,Hapoel Beer Sheva,5550000,31
955,01/06/2012,Maccabi Netanya,3480000,19
956,01/06/2012,FC Ashdod,5030000,26
957,01/06/2012,Beitar Jerusalem,4780000,28
958,01/06/2012,Hapoel Haifa,5650000,28
959,01/06/2012,Hapoel Tel Aviv,14180000,26
960,01/06/2012,Ironi Kiryat Shmona,4900000,29
961,01/06/2012,Hapoel Jerusalem,0,
962,01/06/2012,Maccabi Bnei Reineh,0,
963,01/06/2012,Hapoel Hadera,0,
964,01/06/2012,Ihud Bnei Sakhnin,3250000,26
965,01/06/2012,Sekzia Ness Ziona,1030000,21
966,01/06/2012,Maccabi Petah Tikva,5180000,29
967,01/06/2012,Bnei Yehuda Tel Aviv,6300000,29
968,01/06/2012,Hapoel Nof HaGalil,150000,8
969,01/06/2012,Hapoel Umm al-Fahm,100000,2
970,01/06/2012,Hapoel Ramat Gan,3450000,21
971,01/06/2012,Hapoel Rishon leZion,1680000,33
972,01/06/2012,Hapoel Petah Tikva,3330000,36
973,01/06/2012,Ironi Tiberias,0,
974,01/06/2012,SC Kfar Qasem,0,
975,01/06/2012,Hapoel Kfar Saba,850000,20
976,01/06/2012,Hapoel Acre,5750000,31
977,01/06/2012,Hapoel Ramat haSharon,2300000,27
978,01/06/2012,Agudat Sport Ashdod,0,
979,01/06/2012,Hapoel Afula,0,0
980,15/06/2012,Maccabi Haifa,15400000,23
981,15/06/2012,Maccabi Tel Aviv,13430000,29
982,15/06/2012,Hapoel Beer Sheva,5550000,31
983,15/06/2012,Maccabi Netanya,3480000,19
984,15/06/2012,FC Ashdod,5030000,26
985,15/06/2012,Beitar Jerusalem,4780000,28
986,15/06/2012,Hapoel Haifa,5650000,28
987,15/06/2012,Hapoel Tel Aviv,14180000,26
988,15/06/2012,Ironi Kiryat Shmona,4900000,29
989,15/06/2012,Hapoel Jerusalem,0,
990,15/06/2012,Maccabi Bnei Reineh,0,
991,15/06/2012,Hapoel Hadera,0,
992,15/06/2012,Ihud Bnei Sakhnin,3250000,26
993,15/06/2012,Sekzia Ness Ziona,1030000,21
994,15/06/2012,Maccabi Petah Tikva,5180000,29
995,15/06/2012,Bnei Yehuda Tel Aviv,6300000,29
996,15/06/2012,Hapoel Nof HaGalil,150000,8
997,15/06/2012,Hapoel Umm al-Fahm,100000,2
998,15/06/2012,Hapoel Ramat Gan,3450000,21
999,15/06/2012,Hapoel Rishon leZion,1680000,33
1000,15/06/2012,Hapoel Petah Tikva,3330000,36
1001,15/06/2012,Ironi Tiberias,0,
1002,15/06/2012,SC Kfar Qasem,0,
1003,15/06/2012,Hapoel Kfar Saba,850000,20
1004,15/06/2012,Hapoel Acre,5750000,31
1005,15/06/2012,Hapoel Ramat haSharon,2300000,27
1006,15/06/2012,Agudat Sport Ashdod,0,
1007,15/06/2012,Hapoel Afula,0,0
1008,01/07/2012,Maccabi Haifa,15400000,23
1009,01/07/2012,Maccabi Tel Aviv,13430000,29
1010,01/07/2012,Hapoel Beer Sheva,5550000,31
1011,01/07/2012,Maccabi Netanya,3480000,19
1012,01/07/2012,FC Ashdod,5030000,26
1013,01/07/2012,Beitar Jerusalem,4780000,28
1014,01/07/2012,Hapoel Haifa,5650000,28
1015,01/07/2012,Hapoel Tel Aviv,12980000,25
1016,01/07/2012,Ironi Kiryat Shmona,4900000,29
1017,01/07/2012,Hapoel Jerusalem,0,
1018,01/07/2012,Maccabi Bnei Reineh,0,
1019,01/07/2012,Hapoel Hadera,0,
1020,01/07/2012,Ihud Bnei Sakhnin,3250000,26
1021,01/07/2012,Sekzia Ness Ziona,1030000,21
1022,01/07/2012,Maccabi Petah Tikva,5180000,29
1023,01/07/2012,Bnei Yehuda Tel Aviv,6300000,29
1024,01/07/2012,Hapoel Nof HaGalil,150000,8
1025,01/07/2012,Hapoel Umm al-Fahm,100000,2
1026,01/07/2012,Hapoel Ramat Gan,3450000,21
1027,01/07/2012,Hapoel Rishon leZion,1330000,32
1028,01/07/2012,Hapoel Petah Tikva,3330000,36
1029,01/07/2012,Ironi Tiberias,0,
1030,01/07/2012,SC Kfar Qasem,0,
1031,01/07/2012,Hapoel Kfar Saba,850000,20
1032,01/07/2012,Hapoel Acre,5750000,31
1033,01/07/2012,Hapoel Ramat haSharon,2300000,27
1034,01/07/2012,Agudat Sport Ashdod,0,
1035,01/07/2012,Hapoel Afula,0,0
1036,15/07/2012,Maccabi Haifa,15950000,25
1037,15/07/2012,Maccabi Tel Aviv,13930000,30
1038,15/07/2012,Hapoel Beer Sheva,4350000,31
1039,15/07/2012,Maccabi Netanya,3680000,21
1040,15/07/2012,FC Ashdod,4780000,27
1041,15/07/2012,Beitar Jerusalem,4380000,28
1042,15/07/2012,Hapoel Haifa,6050000,29
1043,15/07/2012,Hapoel Tel Aviv,12330000,29
1044,15/07/2012,Ironi Kiryat Shmona,6650000,31
1045,15/07/2012,Hapoel Jerusalem,0,
1046,15/07/2012,Maccabi Bnei Reineh,0,
1047,15/07/2012,Hapoel Hadera,0,
1048,15/07/2012,Ihud Bnei Sakhnin,3800000,27
1049,15/07/2012,Sekzia Ness Ziona,1030000,20
1050,15/07/2012,Maccabi Petah Tikva,4780000,30
1051,15/07/2012,Bnei Yehuda Tel Aviv,5950000,28
1052,15/07/2012,Hapoel Nof HaGalil,150000,8
1053,15/07/2012,Hapoel Umm al-Fahm,100000,2
1054,15/07/2012,Hapoel Ramat Gan,3450000,21
1055,15/07/2012,Hapoel Rishon leZion,1330000,31
1056,15/07/2012,Hapoel Petah Tikva,3330000,36
1057,15/07/2012,Ironi Tiberias,0,
1058,15/07/2012,SC Kfar Qasem,0,
1059,15/07/2012,Hapoel Kfar Saba,250000,15
1060,15/07/2012,Hapoel Acre,4300000,27
1061,15/07/2012,Hapoel Ramat haSharon,2080000,28
